nat_accounts_indicator,ppp_category,country,year,ppp_value
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2013,1.69359
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2014,1.67208
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2015,1.64658
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2016,1.67844
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2017,1.67548
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2018,1.67071
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2019,1.59056
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2020,1.62597
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2021,1.72868
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Poland,2022,1.80592
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2003,11.2228
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2004,11.0586
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2005,11.1167
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2006,10.8312
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2007,10.5005
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2008,10.5614
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2009,10.9525
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2010,11.0228
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2011,11.3859
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2012,10.9455
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2013,11.1026
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2014,11.2974
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2015,11.2117
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2016,11.6061
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2017,12.5985
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2018,12.858
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2019,13.0138
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2020,12.9719
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2021,12.8593
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Sweden,2022,12.5087
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2003,0.498318
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2004,0.554072
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2005,0.542451
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2006,0.572994
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2007,0.594107
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2008,0.595781
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2009,0.580548
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2010,0.561384
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2011,0.552205
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2012,0.554778
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2013,0.540623
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2014,0.524101
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2015,0.518254
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2016,0.751714
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2017,0.887597
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2018,0.91176
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2019,0.926082
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2020,0.786685
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2021,0.810752
Purchasing power parities (EU27_2020=1),"Housing, water, electricity, gas and other fuels",Slovakia,2022,0.822604
Purchasing power parities (EU27_2020=1),Health,Belgium,2003,1.02717
Purchasing power parities (EU27_2020=1),Health,Belgium,2004,1.12516
Purchasing power parities (EU27_2020=1),Health,Belgium,2005,1.1258
Purchasing power parities (EU27_2020=1),Health,Belgium,2006,1.11884
Purchasing power parities (EU27_2020=1),Health,Belgium,2007,1.27592
Purchasing power parities (EU27_2020=1),Health,Belgium,2008,1.25461
Purchasing power parities (EU27_2020=1),Health,Belgium,2009,1.26416
Purchasing power parities (EU27_2020=1),Health,Belgium,2010,1.23102
Purchasing power parities (EU27_2020=1),Health,Belgium,2011,1.25962
Purchasing power parities (EU27_2020=1),Health,Belgium,2012,1.28455
Purchasing power parities (EU27_2020=1),Health,Belgium,2013,1.1823
Purchasing power parities (EU27_2020=1),Health,Belgium,2014,1.16882
Purchasing power parities (EU27_2020=1),Health,Belgium,2015,1.13504
Purchasing power parities (EU27_2020=1),Health,Belgium,2016,1.19496
Purchasing power parities (EU27_2020=1),Health,Belgium,2017,1.22109
Purchasing power parities (EU27_2020=1),Health,Belgium,2018,1.24247
Purchasing power parities (EU27_2020=1),Health,Belgium,2019,1.2308
Purchasing power parities (EU27_2020=1),Health,Belgium,2020,1.22231
Purchasing power parities (EU27_2020=1),Health,Belgium,2021,1.20193
Purchasing power parities (EU27_2020=1),Health,Belgium,2022,1.23076
Purchasing power parities (EU27_2020=1),Health,Germany,2003,1.03498
Purchasing power parities (EU27_2020=1),Health,Germany,2004,1.03717
Purchasing power parities (EU27_2020=1),Health,Germany,2005,1.03422
Purchasing power parities (EU27_2020=1),Health,Germany,2006,1.04919
Purchasing power parities (EU27_2020=1),Health,Germany,2007,1.0137
Purchasing power parities (EU27_2020=1),Health,Germany,2008,1.00921
Purchasing power parities (EU27_2020=1),Health,Germany,2009,1.02532
Purchasing power parities (EU27_2020=1),Health,Germany,2010,1.01016
Purchasing power parities (EU27_2020=1),Health,Germany,2011,1.00651
Purchasing power parities (EU27_2020=1),Health,Germany,2012,1.01846
Purchasing power parities (EU27_2020=1),Health,Germany,2013,1.01018
Purchasing power parities (EU27_2020=1),Health,Germany,2014,1.02903
Purchasing power parities (EU27_2020=1),Health,Germany,2015,1.04308
Purchasing power parities (EU27_2020=1),Health,Germany,2016,1.04034
Purchasing power parities (EU27_2020=1),Health,Germany,2017,1.05479
Purchasing power parities (EU27_2020=1),Health,Germany,2018,1.07444
Purchasing power parities (EU27_2020=1),Health,Germany,2019,1.10217
Purchasing power parities (EU27_2020=1),Health,Germany,2020,1.12573
Purchasing power parities (EU27_2020=1),Health,Germany,2021,1.14017
Purchasing power parities (EU27_2020=1),Health,Germany,2022,1.13801
Purchasing power parities (EU27_2020=1),Health,Denmark,2003,11.9043
Purchasing power parities (EU27_2020=1),Health,Denmark,2004,11.7512
Purchasing power parities (EU27_2020=1),Health,Denmark,2005,12.0284
Purchasing power parities (EU27_2020=1),Health,Denmark,2006,11.5731
Purchasing power parities (EU27_2020=1),Health,Denmark,2007,11.0871
Purchasing power parities (EU27_2020=1),Health,Denmark,2008,10.949
Purchasing power parities (EU27_2020=1),Health,Denmark,2009,10.5231
Purchasing power parities (EU27_2020=1),Health,Denmark,2010,10.6359
Purchasing power parities (EU27_2020=1),Health,Denmark,2011,10.35
Purchasing power parities (EU27_2020=1),Health,Denmark,2012,11.0796
Purchasing power parities (EU27_2020=1),Health,Denmark,2013,10.6479
Purchasing power parities (EU27_2020=1),Health,Denmark,2014,10.4112
Purchasing power parities (EU27_2020=1),Health,Denmark,2015,10.3401
Purchasing power parities (EU27_2020=1),Health,Denmark,2016,10.3323
Purchasing power parities (EU27_2020=1),Health,Denmark,2017,10.2344
Purchasing power parities (EU27_2020=1),Health,Denmark,2018,10.4319
Purchasing power parities (EU27_2020=1),Health,Denmark,2019,10.3312
Purchasing power parities (EU27_2020=1),Health,Denmark,2020,10.7618
Purchasing power parities (EU27_2020=1),Health,Denmark,2021,10.7853
Purchasing power parities (EU27_2020=1),Health,Denmark,2022,10.6979
Purchasing power parities (EU27_2020=1),Health,Croatia,2003,0.545367
Purchasing power parities (EU27_2020=1),Health,Croatia,2004,0.554373
Purchasing power parities (EU27_2020=1),Health,Croatia,2005,0.563072
Purchasing power parities (EU27_2020=1),Health,Croatia,2006,0.582294
Purchasing power parities (EU27_2020=1),Health,Croatia,2007,0.543313
Purchasing power parities (EU27_2020=1),Health,Croatia,2008,0.558502
Purchasing power parities (EU27_2020=1),Health,Croatia,2009,0.590478
Purchasing power parities (EU27_2020=1),Health,Croatia,2010,0.612678
Purchasing power parities (EU27_2020=1),Health,Croatia,2011,0.592831
Purchasing power parities (EU27_2020=1),Health,Croatia,2012,0.578784
Purchasing power parities (EU27_2020=1),Health,Croatia,2013,0.555758
Purchasing power parities (EU27_2020=1),Health,Croatia,2014,0.531421
Purchasing power parities (EU27_2020=1),Health,Croatia,2015,0.581816
Purchasing power parities (EU27_2020=1),Health,Croatia,2016,0.535665
Purchasing power parities (EU27_2020=1),Health,Croatia,2017,0.534285
Purchasing power parities (EU27_2020=1),Health,Croatia,2018,0.534148
Purchasing power parities (EU27_2020=1),Health,Croatia,2019,0.537391
Purchasing power parities (EU27_2020=1),Health,Croatia,2020,0.534333
Purchasing power parities (EU27_2020=1),Health,Croatia,2021,0.53571
Purchasing power parities (EU27_2020=1),Health,Croatia,2022,0.543466
Purchasing power parities (EU27_2020=1),Health,Italy,2003,1.26559
Purchasing power parities (EU27_2020=1),Health,Italy,2004,1.33479
Purchasing power parities (EU27_2020=1),Health,Italy,2005,1.33831
Purchasing power parities (EU27_2020=1),Health,Italy,2006,1.28523
Purchasing power parities (EU27_2020=1),Health,Italy,2007,1.19935
Purchasing power parities (EU27_2020=1),Health,Italy,2008,1.19021
Purchasing power parities (EU27_2020=1),Health,Italy,2009,1.20971
Purchasing power parities (EU27_2020=1),Health,Italy,2010,1.11441
Purchasing power parities (EU27_2020=1),Health,Italy,2011,1.12798
Purchasing power parities (EU27_2020=1),Health,Italy,2012,1.12925
Purchasing power parities (EU27_2020=1),Health,Italy,2013,1.18091
Purchasing power parities (EU27_2020=1),Health,Italy,2014,1.23606
Purchasing power parities (EU27_2020=1),Health,Italy,2015,1.25062
Purchasing power parities (EU27_2020=1),Health,Italy,2016,1.27974
Purchasing power parities (EU27_2020=1),Health,Italy,2017,1.27751
Purchasing power parities (EU27_2020=1),Health,Italy,2018,1.26932
Purchasing power parities (EU27_2020=1),Health,Italy,2019,1.27563
Purchasing power parities (EU27_2020=1),Health,Italy,2020,1.25915
Purchasing power parities (EU27_2020=1),Health,Italy,2021,1.22613
Purchasing power parities (EU27_2020=1),Health,Italy,2022,1.20286
Purchasing power parities (EU27_2020=1),Health,Poland,2003,1.67995
Purchasing power parities (EU27_2020=1),Health,Poland,2004,1.63918
Purchasing power parities (EU27_2020=1),Health,Poland,2005,1.65216
Purchasing power parities (EU27_2020=1),Health,Poland,2006,1.77185
Purchasing power parities (EU27_2020=1),Health,Poland,2007,1.64612
Purchasing power parities (EU27_2020=1),Health,Poland,2008,1.90704
Purchasing power parities (EU27_2020=1),Health,Poland,2009,1.96539
Purchasing power parities (EU27_2020=1),Health,Poland,2010,1.68947
Purchasing power parities (EU27_2020=1),Health,Poland,2011,1.69571
Purchasing power parities (EU27_2020=1),Health,Poland,2012,1.72085
Purchasing power parities (EU27_2020=1),Health,Poland,2013,1.9049
Purchasing power parities (EU27_2020=1),Health,Poland,2014,1.89161
Purchasing power parities (EU27_2020=1),Health,Poland,2015,1.89187
Purchasing power parities (EU27_2020=1),Health,Poland,2016,1.92871
Purchasing power parities (EU27_2020=1),Health,Poland,2017,1.9399
Purchasing power parities (EU27_2020=1),Health,Poland,2018,1.94074
Purchasing power parities (EU27_2020=1),Health,Poland,2019,2.02505
Purchasing power parities (EU27_2020=1),Health,Poland,2020,1.99695
Purchasing power parities (EU27_2020=1),Health,Poland,2021,2.05111
Purchasing power parities (EU27_2020=1),Health,Poland,2022,2.31207
Purchasing power parities (EU27_2020=1),Health,Sweden,2003,13.2376
Purchasing power parities (EU27_2020=1),Health,Sweden,2004,12.6372
Purchasing power parities (EU27_2020=1),Health,Sweden,2005,12.5063
Purchasing power parities (EU27_2020=1),Health,Sweden,2006,12.2232
Purchasing power parities (EU27_2020=1),Health,Sweden,2007,12.2225
Purchasing power parities (EU27_2020=1),Health,Sweden,2008,11.9199
Purchasing power parities (EU27_2020=1),Health,Sweden,2009,11.9726
Purchasing power parities (EU27_2020=1),Health,Sweden,2010,14.1633
Purchasing power parities (EU27_2020=1),Health,Sweden,2011,14.0549
Purchasing power parities (EU27_2020=1),Health,Sweden,2012,14.2312
Purchasing power parities (EU27_2020=1),Health,Sweden,2013,15.4596
Purchasing power parities (EU27_2020=1),Health,Sweden,2014,15.7022
Purchasing power parities (EU27_2020=1),Health,Sweden,2015,15.7317
Purchasing power parities (EU27_2020=1),Health,Sweden,2016,16.9898
Purchasing power parities (EU27_2020=1),Health,Sweden,2017,16.838
Purchasing power parities (EU27_2020=1),Health,Sweden,2018,17.3534
Purchasing power parities (EU27_2020=1),Health,Sweden,2019,17.253
Purchasing power parities (EU27_2020=1),Health,Sweden,2020,18.0462
Purchasing power parities (EU27_2020=1),Health,Sweden,2021,17.0026
Purchasing power parities (EU27_2020=1),Health,Sweden,2022,16.8558
Purchasing power parities (EU27_2020=1),Health,Slovakia,2003,0.408079
Purchasing power parities (EU27_2020=1),Health,Slovakia,2004,0.447857
Purchasing power parities (EU27_2020=1),Health,Slovakia,2005,0.512468
Purchasing power parities (EU27_2020=1),Health,Slovakia,2006,0.556569
Purchasing power parities (EU27_2020=1),Health,Slovakia,2007,0.508533
Purchasing power parities (EU27_2020=1),Health,Slovakia,2008,0.535827
Purchasing power parities (EU27_2020=1),Health,Slovakia,2009,0.547656
Purchasing power parities (EU27_2020=1),Health,Slovakia,2010,0.417007
Purchasing power parities (EU27_2020=1),Health,Slovakia,2011,0.437447
Purchasing power parities (EU27_2020=1),Health,Slovakia,2012,0.452663
Purchasing power parities (EU27_2020=1),Health,Slovakia,2013,0.499217
Purchasing power parities (EU27_2020=1),Health,Slovakia,2014,0.507768
Purchasing power parities (EU27_2020=1),Health,Slovakia,2015,0.509345
Purchasing power parities (EU27_2020=1),Health,Slovakia,2016,0.512598
Purchasing power parities (EU27_2020=1),Health,Slovakia,2017,0.531046
Purchasing power parities (EU27_2020=1),Health,Slovakia,2018,0.557653
Purchasing power parities (EU27_2020=1),Health,Slovakia,2019,0.531324
Purchasing power parities (EU27_2020=1),Health,Slovakia,2020,0.551172
Purchasing power parities (EU27_2020=1),Health,Slovakia,2021,0.562854
Purchasing power parities (EU27_2020=1),Health,Slovakia,2022,0.59214
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2003,0.999148
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2004,1.00033
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2005,0.99629
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2006,1.01442
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2007,1.04531
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2008,1.04595
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2009,1.0535
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2010,0.993524
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2011,0.992024
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2012,1.00512
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2013,1.03179
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2014,1.04334
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2015,1.04857
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2016,1.05792
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2017,1.06577
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2018,1.04783
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2019,1.05334
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2020,1.04391
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2021,1.03747
Purchasing power parities (EU27_2020=1),Recreation and culture,Belgium,2022,1.05795
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2003,1.04216
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2004,1.04083
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2005,1.03914
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2006,1.02079
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2007,1.03389
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2008,1.03191
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2009,1.05292
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2010,1.06125
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2011,1.06099
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2012,1.05581
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2013,1.0578
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2014,1.06781
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2015,1.06686
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2016,1.04743
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2017,1.05589
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2018,1.04443
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2019,1.07103
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2020,1.05375
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2021,1.04919
Purchasing power parities (EU27_2020=1),Recreation and culture,Germany,2022,1.05927
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2003,10.0374
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2004,10.1826
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2005,10.1256
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2006,10.3184
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2007,10.3335
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2008,10.4066
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2009,10.6925
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2010,10.3712
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2011,10.3827
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2012,10.546
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2013,10.614
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2014,10.4955
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2015,10.5494
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2016,10.9778
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2017,10.9578
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2018,10.879
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2019,10.5682
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2020,10.4265
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2021,10.4557
Purchasing power parities (EU27_2020=1),Recreation and culture,Denmark,2022,10.6219
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2003,0.70405
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2004,0.71653
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2005,0.731449
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2006,0.759365
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2007,0.788788
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2008,0.789228
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2009,0.785174
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2010,0.792714
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2011,0.78253
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2012,0.766661
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2013,0.768501
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2014,0.758006
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2015,0.766891
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2016,0.729052
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2017,0.732821
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2018,0.739271
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2019,0.769672
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2020,0.785947
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2021,0.783836
Purchasing power parities (EU27_2020=1),Recreation and culture,Croatia,2022,0.828296
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2003,1.01475
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2004,1.03004
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2005,1.03544
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2006,0.988217
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2007,1.02427
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2008,1.0321
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2009,1.03554
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2010,1.0358
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2011,1.03837
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2012,1.04297
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2013,1.02316
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2014,1.02933
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2015,1.02837
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2016,1.02345
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2017,1.0201
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2018,1.01787
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2019,0.992176
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2020,0.990183
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2021,0.979916
Purchasing power parities (EU27_2020=1),Recreation and culture,Italy,2022,0.960784
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2003,2.76585
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2004,2.78072
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2005,2.79248
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2006,2.76424
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2007,2.4061
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2008,2.39844
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2009,2.40527
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2010,2.45861
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2011,2.47234
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2012,2.37166
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2013,2.24644
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2014,2.28378
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2015,2.29211
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2016,2.56855
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2017,2.58959
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2018,2.67792
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2019,2.77117
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2020,2.83491
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2021,2.98461
Purchasing power parities (EU27_2020=1),Recreation and culture,Poland,2022,2.8806
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2003,11.3024
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2004,11.2719
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2005,11.1379
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2006,11.2614
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2007,10.9428
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2008,10.8872
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2009,11.5667
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2010,11.1631
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2011,11.0857
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2012,11.1246
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2013,12.0505
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2014,12.0917
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2015,12.3803
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2016,12.53
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2017,12.6346
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2018,13.1774
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2019,13.5952
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2020,13.3359
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2021,13.3212
Purchasing power parities (EU27_2020=1),Recreation and culture,Sweden,2022,13.4387
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2003,0.676058
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2004,0.723172
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2005,0.735528
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2006,0.737749
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2007,0.710866
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2008,0.716595
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2009,0.698332
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2010,0.719673
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2011,0.724687
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2012,0.706651
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2013,0.698043
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2014,0.704536
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2015,0.71542
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2016,0.76602
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2017,0.782923
Purchasing power parities (EU27_2020=1),Recreation and culture,Slovakia,2018,0.794539
